Store_Ratio,Basket_Ratio,Score_3,Score_4
0.6759999999999999,0.948,0.632,108.731
0.471,0.3879999999999999,0.0917,90.178
0.434,0.0193,0.327,70.875
0.318,0.508,0.301,157.89700000000002
0.599,0.0985,0.2739999999999999,126.251
0.812,0.506,0.701,125.941
0.741,0.8590000000000001,0.369,139.954
0.5720000000000001,0.534,0.33,139.97899999999998
0.698,0.114,0.133,69.971
0.159,0.0578,0.1119999999999999,70.358
0.575,0.188,0.3339999999999999,77.464
0.351,0.8029999999999999,0.33,120.058
0.5920000000000001,0.877,0.7120000000000001,117.106
0.568,0.522,0.452,76.932
0.675,0.365,0.414,91.108
0.8220000000000001,0.938,0.775,141.976
0.7759999999999999,0.763,0.82,128.433
0.165,0.00509,0.0312,75.23899999999999
0.584,0.408,0.245,79.846
0.184,0.00527,0.151,170.612
0.586,0.208,0.451,90.574
0.166,0.0744,0.0349,103.361
0.493,0.914,0.74,91.045
0.173,0.314,0.0722,70.335
0.631,0.597,0.665,107.26
0.581,0.3989999999999999,0.183,98.025
0.48,0.602,0.2689999999999999,179.798
0.557,0.0671,0.962,83.194
0.696,0.916,0.974,164.032
0.177,0.384,0.0645,83.384
0.5429999999999999,0.5870000000000001,0.309,92.033
0.807,0.5489999999999999,0.481,99.962
0.604,0.366,0.181,105.177
0.4479999999999999,0.00504,0.33,133.119
0.755,0.507,0.7170000000000001,180.083
0.862,0.804,0.951,125.002
0.55,0.917,0.245,109.552
0.598,0.636,0.039,120.031
0.655,0.523,0.897,150.151
0.515,0.691,0.484,169.521
0.877,0.61,0.634,135.951
0.4429999999999999,0.205,0.109,132.99
0.716,0.6559999999999999,0.119,119.988
0.6729999999999999,0.1989999999999999,0.228,123.038
0.203,0.00399,0.0779,74.253
0.445,0.716,0.825,124.472
0.71,0.434,0.385,103.271
0.589,0.8959999999999999,0.363,86.04299999999999
0.4479999999999999,0.6859999999999999,0.228,123.641
0.6779999999999999,0.181,0.0684,118.035
0.591,0.515,0.562,113.994
0.723,0.503,0.956,138.944
0.211,0.02,0.3,199.759
0.591,0.759,0.235,130.043
0.946,0.772,0.743,116.972
0.884,0.3879999999999999,0.2189999999999999,136.007
0.314,0.268,0.391,79.27600000000001
0.175,0.0475,0.0453,122.427
0.475,0.322,0.387,93.503
0.496,0.863,0.243,110.018
0.662,0.884,0.484,128.029
0.496,0.1009999999999999,0.62,59.551
0.725,0.561,0.809,91.628
0.113,0.124,0.0717,72.062
0.773,0.622,0.8320000000000001,105.538
0.3989999999999999,0.3379999999999999,0.335,134.52
0.7659999999999999,0.8140000000000001,0.308,124.017
0.72,0.7909999999999999,0.7559999999999999,102.071
0.4579999999999999,0.319,0.115,186.615
0.477,0.14,0.148,95.678
0.698,0.664,0.8009999999999999,111.863
0.665,0.128,0.413,104.434
0.6709999999999999,0.0705,0.695,169.674
0.937,0.648,0.631,135.895
0.602,0.885,0.883,103.546
0.7020000000000001,0.608,0.597,75.012
0.588,0.397,0.178,129.97299999999998
0.682,0.4429999999999999,0.5429999999999999,120.974
0.797,0.607,0.613,100.98
0.447,0.932,0.846,166.484
0.317,0.57,0.322,84.25299999999999
0.804,0.928,0.8009999999999999,94.964
0.715,0.6659999999999999,0.901,124.998
0.493,0.921,0.414,108.02
0.511,0.477,0.265,143.851
0.513,0.4479999999999999,0.126,97.07
0.215,0.0397,0.204,173.678
0.7240000000000001,0.498,0.8690000000000001,169.976
0.789,0.728,0.645,124.995
0.647,0.8,0.942,160.078
0.7509999999999999,0.501,0.902,167.05700000000002
0.0767,0.0116,0.035,73.749
0.4539999999999999,0.462,0.223,124.902
0.6609999999999999,0.732,0.31,126.004
0.812,0.7090000000000001,0.908,91.928
0.7559999999999999,0.757,0.4539999999999999,116.979
0.735,0.831,0.7559999999999999,123.017
0.22,0.708,0.4529999999999999,66.214
0.563,0.5920000000000001,0.136,104.016
0.637,0.358,0.6920000000000001,79.183
0.5429999999999999,0.485,0.371,136.961
0.532,0.00248,0.153,50.848
0.506,0.69,0.938,94.478
0.36,0.0714,0.195,116.016
0.579,0.872,0.7609999999999999,76.214
0.151,0.0451,0.068,83.874
0.535,0.677,0.94,133.88299999999998
0.5,0.292,0.37,145.879
0.4379999999999999,0.178,0.344,75.248
0.4429999999999999,0.91,0.804,169.903
0.6,0.8109999999999999,0.467,126.071
0.64,0.8640000000000001,0.7,102.026
0.522,0.679,0.2189999999999999,91.014
0.746,0.1009999999999999,0.68,59.994
0.502,0.515,0.0592,120.03
0.4429999999999999,0.0038799999999999,0.367,70.292
0.644,0.292,0.494,127.216
0.5920000000000001,0.8370000000000001,0.66,113.995
0.7559999999999999,0.589,0.305,122.057
0.2769999999999999,0.962,0.355,95.056
0.653,0.69,0.652,110.214
0.179,0.386,0.00238,89.045
0.696,0.7090000000000001,0.622,80.23100000000001
0.369,0.901,0.0876,120.271
0.1639999999999999,0.652,0.00535,80.297
0.7859999999999999,0.813,0.302,125.988
0.6,0.648,0.332,120.002
0.575,0.471,0.055,97.272
0.647,0.7829999999999999,0.924,112.373
0.721,0.316,0.669,118.535
0.3929999999999999,0.486,0.467,169.50599999999997
0.632,0.537,0.0942,129.983
0.49,0.8109999999999999,0.547,125.965
0.6940000000000001,0.7120000000000001,0.799,98.022
0.505,0.0671,0.258,72.796
0.4629999999999999,0.701,0.335,84.601
0.514,0.088,0.148,92.069
0.4529999999999999,0.736,0.091,139.966
0.521,0.265,0.392,77.51899999999999
0.785,0.4679999999999999,0.589,168.02900000000002
0.526,0.385,0.212,120.008
0.754,0.349,0.7759999999999999,106.013
0.75,0.9,0.56,124.98
0.65,0.738,0.336,119.827
0.62,0.718,0.482,164.987
0.821,0.527,0.902,109.123
0.6829999999999999,0.7509999999999999,0.841,103.036
0.5670000000000001,0.434,0.254,82.459
0.204,0.0799,0.124,74.45
0.6409999999999999,0.28,0.143,168.06400000000002
0.7120000000000001,0.8220000000000001,0.469,91.011
0.682,0.389,0.165,125.004
0.6459999999999999,0.517,0.501,97.818
0.669,0.396,0.546,86.927
0.664,0.945,0.718,170.013
0.632,0.8759999999999999,0.738,140.967
0.5539999999999999,0.7829999999999999,0.813,105.39
0.8370000000000001,0.351,0.516,114.964
0.133,0.00512,0.0495,67.818
0.337,0.809,0.319,145.879
0.491,0.7759999999999999,0.428,154.988
0.132,0.00869,0.0392,77.542
0.584,0.7,0.4379999999999999,124.944
0.211,0.252,0.0377,77.372
0.552,0.517,0.285,120.008
0.528,0.421,0.763,85.449
0.395,0.147,0.1669999999999999,164.176
0.8,0.802,0.82,97.586
0.611,0.23,0.387,117.673
0.77,0.915,0.773,134.013
0.71,0.482,0.85,99.972
0.758,0.862,0.962,94.885
0.405,0.603,0.353,76.991
0.784,0.957,0.4379999999999999,125.999
0.815,0.518,0.877,151.891
0.418,0.945,0.696,181.174
0.236,0.0536,0.0585,59.472
0.472,0.066,0.13,106.106
0.55,0.8740000000000001,0.318,121.61
0.555,0.24,0.437,136.951
0.662,0.7390000000000001,0.382,130.999
0.551,0.214,0.0471,140.033
0.42,0.429,0.3,113.277
0.5579999999999999,0.109,0.0575,69.854
0.799,0.4429999999999999,0.547,95.025
0.369,0.00543,0.106,70.663
0.512,0.884,0.649,154.019
0.509,0.0587,0.529,132.392
0.672,0.735,0.754,115.741
0.3379999999999999,0.118,0.0494,208.399
0.357,0.141,0.135,122.604
0.7040000000000001,0.758,0.534,120.003
0.241,0.97,0.621,159.93
0.505,0.0171,0.238,135.561
0.8340000000000001,0.738,0.6559999999999999,89.99
0.687,0.5770000000000001,0.606,91.988
0.5379999999999999,0.376,0.579,103.647
0.5820000000000001,0.39,0.462,92.274
0.425,0.852,0.512,101.968
0.882,0.767,0.968,126.889
0.41,0.0105,0.12,65.255
0.4479999999999999,0.35,0.2339999999999999,177.27900000000002
0.632,0.103,0.2769999999999999,124.984
0.552,0.0127,0.482,58.874
0.598,0.6459999999999999,0.162,77.48100000000001
0.753,0.777,0.8909999999999999,99.798
0.731,0.918,0.7440000000000001,147.065
0.105,0.104,0.0317,86.801
0.705,0.882,0.7,130.0
0.583,0.499,0.128,79.99600000000001
0.488,0.493,0.3989999999999999,79.442
0.624,0.746,0.2739999999999999,141.289
0.5820000000000001,0.26,0.446,79.55199999999999
0.33,0.00379,0.128,62.078
0.782,0.7959999999999999,0.909,142.004
0.311,0.376,0.442,78.919
0.4539999999999999,0.555,0.377,84.72200000000001
0.5660000000000001,0.711,0.542,171.642
0.626,0.0295,0.682,97.391
0.565,0.527,0.231,91.989
0.741,0.634,0.77,99.815
0.41,0.0735,0.252,132.722
0.49,0.316,0.316,105.061
0.6409999999999999,0.324,0.273,110.184
0.346,0.0192,0.442,88.759
0.6579999999999999,0.145,0.916,104.993
0.7,0.631,0.49,78.92399999999999
0.818,0.51,0.5920000000000001,92.045
0.627,0.331,0.38,133.93
0.563,0.89,0.895,86.436
0.537,0.118,0.235,132.161
0.551,0.696,0.354,112.024
0.516,0.0553,0.564,144.72799999999998
0.534,0.863,0.374,98.006
0.599,0.7609999999999999,0.7120000000000001,77.015
0.313,0.185,0.171,135.907
0.532,0.662,0.368,110.698
0.7,0.6970000000000001,0.409,83.95100000000001
0.7290000000000001,0.725,0.685,80.52600000000001
0.165,0.0345,0.0325,129.093
0.475,0.203,0.0839,112.002
0.545,0.301,0.313,83.97399999999999
0.375,0.114,0.379,89.40299999999999
0.408,0.0361,0.1009999999999999,118.208
0.779,0.72,0.62,94.021
0.54,0.0466,0.0577,130.041
0.145,0.00849,0.0324,67.243
0.5870000000000001,0.482,0.265,86.82700000000001
0.126,0.104,0.0626,172.02599999999998
0.351,0.847,0.264,174.43900000000002
0.311,0.0253,0.251,116.816
0.74,0.451,0.913,141.697
0.595,0.384,0.691,90.726
0.688,0.505,0.0699,118.003
0.8140000000000001,0.883,0.7190000000000001,119.978
0.8079999999999999,0.174,0.2769999999999999,136.202
0.679,0.693,0.939,115.779
0.557,0.18,0.456,85.963
0.433,0.46,0.536,77.525
0.665,0.721,0.534,109.975
0.43,0.96,0.4539999999999999,151.92
0.623,0.251,0.5579999999999999,162.013
0.508,0.528,0.542,94.745
0.601,0.178,0.888,75.656
0.556,0.8290000000000001,0.7929999999999999,134.382
0.787,0.78,0.68,95.035
0.737,0.7829999999999999,0.149,90.01899999999999
0.779,0.669,0.867,129.97799999999998
0.7559999999999999,0.667,0.368,123.023
0.291,0.0366,0.158,201.604
0.7040000000000001,0.64,0.555,94.077
0.625,0.831,0.491,121.025
0.499,0.0616,0.147,62.42
0.748,0.755,0.8859999999999999,98.284
0.257,0.299,0.179,171.704
0.723,0.541,0.49,89.92299999999999
0.926,0.542,0.564,135.14
0.617,0.421,0.39,131.653
0.326,0.0244,0.3879999999999999,111.527
0.611,0.983,0.727,109.387
0.225,0.0972,0.0793,103.212
0.7190000000000001,0.7340000000000001,0.496,202.078
0.644,0.0975,0.3979999999999999,124.951
0.353,0.0993,0.123,138.135
0.7390000000000001,0.809,0.866,89.734
0.892,0.634,0.65,115.034
0.225,0.0998,0.0377,69.303
0.547,0.257,0.1689999999999999,75.752
0.491,0.511,0.618,87.39399999999999
0.299,0.0927,0.145,94.891
0.332,0.251,0.14,113.026
0.884,0.747,0.6629999999999999,125.134
0.532,0.335,0.2,80.11
0.259,0.311,0.207,113.264
0.784,0.496,0.132,100.002
0.247,0.76,0.6459999999999999,186.379
0.481,0.134,0.0753,120.27
0.262,0.00716,0.265,160.852
0.552,0.727,0.68,165.025
0.562,0.498,0.504,86.024
0.578,0.866,0.619,128.03799999999998
0.417,0.437,0.0366,101.878
0.7340000000000001,0.978,0.845,116.082
0.6890000000000001,0.267,0.228,117.791
0.612,0.68,0.22,82.051
0.6829999999999999,0.741,0.585,150.998
0.17,0.0038799999999999,0.0588,71.221
0.893,0.6409999999999999,0.7859999999999999,129.995
0.187,0.0298,0.0395,121.827
0.485,0.718,0.233,86.838
0.899,0.528,0.456,100.037
0.652,0.911,0.518,160.045
0.679,0.5529999999999999,0.946,109.071
0.138,0.0055299999999999,0.0384,69.831
0.536,0.322,0.236,135.5
0.32,0.00892,0.3379999999999999,91.366
0.174,0.138,0.0393,82.149
0.752,0.5489999999999999,0.6579999999999999,105.126
0.515,0.426,0.319,184.145
0.78,0.261,0.639,92.105
0.804,0.674,0.899,122.295
0.581,0.451,0.35,86.785
0.412,0.109,0.2339999999999999,76.03399999999999
0.7490000000000001,0.82,0.534,120.066
0.5670000000000001,0.0249,0.2019999999999999,134.616
0.835,0.601,0.762,92.02
0.503,0.265,0.522,78.044
0.419,0.182,0.0588,146.094
0.65,0.28,0.103,119.939
0.6679999999999999,0.473,0.962,91.976
0.539,0.779,0.705,164.02900000000002
0.536,0.57,0.8109999999999999,203.278
0.4429999999999999,0.497,0.257,74.189
0.6890000000000001,0.841,0.906,167.89700000000002
0.294,0.356,0.492,178.083
0.562,0.3289999999999999,0.502,148.524
0.619,0.0117,0.629,72.917
0.6,0.504,0.547,78.961
0.3279999999999999,0.185,0.0923,71.454
0.395,0.252,0.126,177.679
0.722,0.867,0.893,102.009
0.3389999999999999,0.214,0.363,94.775
0.569,0.8959999999999999,0.561,175.905
0.7040000000000001,0.884,0.964,93.058
0.131,0.05,0.0036799999999999,81.86399999999999
0.703,0.638,0.425,125.983
0.75,0.4039999999999999,0.0499,95.045
0.564,0.0515,0.214,93.961
0.6609999999999999,0.3429999999999999,0.321,92.092
0.569,0.184,0.309,110.916
0.512,0.996,0.0601,130.931
0.6409999999999999,0.324,0.273,110.184
0.306,0.00237,0.148,67.419
0.7659999999999999,0.64,0.619,92.009
0.623,0.201,0.54,77.002
0.85,0.3879999999999999,0.41,171.013
0.503,0.943,0.1989999999999999,115.02
0.257,0.0123,0.0687,113.303
0.604,0.894,0.415,127.964
0.626,0.621,0.3939999999999999,133.002
0.769,0.479,0.8029999999999999,96.051
0.531,0.909,0.8140000000000001,97.546
0.7140000000000001,0.816,0.5579999999999999,103.486
0.402,0.754,0.621,108.17
0.821,0.496,0.6890000000000001,120.63
0.596,0.373,0.599,138.579
0.262,0.928,0.5329999999999999,161.925
0.478,0.272,0.715,105.441
0.637,0.7759999999999999,0.622,108.059
0.64,0.755,0.7440000000000001,116.883
0.5820000000000001,0.718,0.8540000000000001,92.516
0.778,0.317,0.327,140.048
0.351,0.3329999999999999,0.159,115.576
0.721,0.539,0.963,102.648
0.242,0.00627,0.217,74.7
0.887,0.8759999999999999,0.492,140.026
0.5329999999999999,0.6859999999999999,0.395,126.004
0.731,0.307,0.255,77.995
0.765,0.523,0.3939999999999999,104.988
0.314,0.102,0.306,105.973
0.6759999999999999,0.7509999999999999,0.55,113.034
0.645,0.2239999999999999,0.7190000000000001,146.716
0.645,0.672,0.421,94.932
0.536,0.136,0.551,69.388
0.3989999999999999,0.492,0.159,91.066
0.6559999999999999,0.755,0.927,93.419
0.784,0.631,0.7290000000000001,100.01
0.5579999999999999,0.768,0.429,81.90899999999999
0.623,0.401,0.0397,180.08599999999998
0.944,0.679,0.787,101.012
0.78,0.376,0.828,94.636
0.897,0.556,0.562,92.054
0.843,0.432,0.9,94.306
0.491,0.489,0.597,113.397
0.672,0.733,0.337,111.436
0.141,0.0772,0.133,78.30199999999999
0.523,0.402,0.675,70.863
0.5870000000000001,0.042,0.379,65.008
0.6579999999999999,0.515,0.652,110.089
0.58,0.444,0.963,185.156
0.885,0.581,0.728,114.016
0.6659999999999999,0.8540000000000001,0.748,136.954
0.292,0.0251,0.168,136.0
0.422,0.264,0.331,119.93
0.72,0.542,0.374,74.977
0.516,0.7020000000000001,0.888,113.866
0.713,0.506,0.669,108.884
0.429,0.8340000000000001,0.284,142.774
0.8059999999999999,0.346,0.654,111.979
0.281,0.00943,0.0384,70.348
0.552,0.988,0.619,139.941
0.584,0.89,0.466,126.04
0.4529999999999999,0.914,0.504,129.841
0.647,0.8220000000000001,0.962,160.019
0.499,0.6920000000000001,0.2289999999999999,141.91299999999998
0.373,0.51,0.601,122.81
0.362,0.0795,0.135,77.027
0.17,0.22,0.032,114.414
0.794,0.3779999999999999,0.541,99.99
0.3429999999999999,0.264,0.156,76.232
0.402,0.0717,0.183,111.938
0.711,0.684,0.307,120.976
0.74,0.787,0.506,183.085
0.623,0.57,0.422,131.951
0.537,0.573,0.615,105.795
0.627,0.351,0.258,79.973
0.509,0.407,0.0411,115.847
0.618,0.544,0.322,91.999
0.649,0.5660000000000001,0.0374,116.027
0.672,0.434,0.696,125.909
0.478,0.848,0.48,149.936
0.847,0.6779999999999999,0.8109999999999999,97.984
0.7070000000000001,0.407,0.532,127.252
0.6409999999999999,0.8420000000000001,0.711,115.048
0.696,0.574,0.256,137.981
0.1119999999999999,0.0264,0.0596,68.141
0.583,0.732,0.276,145.99200000000002
0.296,0.31,0.7290000000000001,122.971
0.597,0.157,0.498,81.009
0.687,0.873,0.852,164.067
0.377,0.11,0.107,70.01
0.575,0.33,0.396,91.689
0.684,0.8079999999999999,0.7120000000000001,173.905
0.515,0.104,0.206,128.02100000000002
0.703,0.563,0.972,127.004
0.309,0.0259,0.216,114.393
0.421,0.259,0.283,147.08700000000002
0.35,0.412,0.168,76.536
0.46,0.602,0.718,94.953
0.677,0.363,0.405,127.965
0.21,0.43,0.215,178.99599999999998
0.33,0.556,0.506,173.828
0.515,0.322,0.502,108.158
0.755,0.81,0.297,101.93
0.532,0.825,0.96,169.96099999999998
0.313,0.145,0.664,96.73
0.6890000000000001,0.521,0.178,95.055
0.578,0.862,0.547,100.049
0.59,0.555,0.191,84.03200000000001
0.299,0.522,0.2289999999999999,89.757
0.3939999999999999,0.0139999999999999,0.115,87.024
0.747,0.937,0.7390000000000001,103.976
0.569,0.0134,0.222,98.696
0.249,0.0136,0.0881,126.148
0.66,0.159,0.185,170.03099999999998
0.4379999999999999,0.315,0.151,156.031
0.653,0.976,0.447,105.575
0.324,0.1969999999999999,0.3379999999999999,178.893
0.35,0.00844,0.259,88.93700000000001
0.561,0.596,0.455,79.971
0.705,0.728,0.737,107.088
0.7659999999999999,0.488,0.5820000000000001,142.035
0.691,0.357,0.8809999999999999,124.753
0.687,0.514,0.494,145.921
0.628,0.821,0.465,93.001
0.5920000000000001,0.725,0.784,78.235
0.515,0.645,0.307,121.126
0.6629999999999999,0.485,0.476,86.986
0.6970000000000001,0.276,0.237,94.938
0.705,0.64,0.887,144.077
0.371,0.5820000000000001,0.486,145.563
0.662,0.953,0.892,133.952
0.462,0.836,0.6709999999999999,168.766
0.58,0.4679999999999999,0.539,129.877
0.838,0.4529999999999999,0.815,78.837
0.767,0.8340000000000001,0.82,141.993
0.525,0.83,0.823,87.852
0.1119999999999999,0.0264,0.0596,68.141
0.752,0.8009999999999999,0.926,124.975
0.675,0.0235,0.4429999999999999,146.172
0.557,0.37,0.688,180.00099999999998
0.623,0.787,0.614,171.738
0.5710000000000001,0.747,0.635,106.253
0.401,0.998,0.425,130.466
0.687,0.5770000000000001,0.606,91.988
0.192,0.0268,0.0778,78.601
0.319,0.974,0.575,86.806
0.401,0.0273,0.236,133.722
0.7120000000000001,0.696,0.564,183.982
0.665,0.126,0.457,73.917
0.728,0.228,0.304,75.128
0.639,0.0808,0.384,77.538
0.273,0.0468,0.0527,88.094
0.465,0.257,0.0637,119.278
0.7929999999999999,0.78,0.872,138.058
0.252,0.0436,0.103,148.188
0.4539999999999999,0.43,0.0703,138.607
0.395,0.015,0.425,122.789
0.636,0.3229999999999999,0.289,77.97800000000001
0.659,0.5870000000000001,0.546,99.932
0.4579999999999999,0.843,0.713,105.701
0.726,0.4639999999999999,0.648,103.979
0.632,0.595,0.435,124.114
0.644,0.5539999999999999,0.868,86.05
0.535,0.0206,0.356,48.36
0.715,0.469,0.502,113.991
0.711,0.731,0.474,130.0
0.2239999999999999,0.0138,0.0863,60.584
0.718,0.136,0.207,175.918
0.706,0.7509999999999999,0.195,91.031
0.208,0.168,0.244,101.399
0.565,0.377,0.0374,90.0
0.484,0.0733,0.111,79.829
0.634,0.774,0.82,104.068
0.635,0.455,0.102,150.07399999999998
0.32,0.00892,0.3379999999999999,91.366
0.6629999999999999,0.826,0.322,123.972
0.7340000000000001,0.594,0.573,104.043
0.701,0.943,0.7909999999999999,128.99200000000002
0.7070000000000001,0.866,0.2769999999999999,95.932
0.331,0.1639999999999999,0.408,181.035
0.645,0.795,0.424,127.959
0.672,0.638,0.267,121.998
0.752,0.905,0.6890000000000001,97.993
0.332,0.0111,0.113,94.045
0.705,0.705,0.865,129.961
0.7190000000000001,0.79,0.425,118.017
0.437,0.301,0.203,126.016
0.3279999999999999,0.461,0.2319999999999999,126.015
0.357,0.425,0.27,102.078
0.556,0.148,0.222,81.422
0.787,0.607,0.6809999999999999,109.38
0.726,0.815,0.693,99.972
0.642,0.698,0.628,111.96
0.7340000000000001,0.7659999999999999,0.6,127.986
0.8059999999999999,0.362,0.42,127.502
0.523,0.564,0.4539999999999999,89.84100000000001
0.358,0.644,0.436,152.085
0.3989999999999999,0.332,0.0389,66.78699999999999
0.258,0.129,0.365,126.783
0.65,0.178,0.17,122.015
0.497,0.569,0.8109999999999999,120.531
0.44,0.95,0.421,126.041
0.216,0.196,0.0814,99.767
0.439,0.55,0.118,117.007
0.147,0.149,0.0358,80.829
0.782,0.544,0.619,96.773
0.7040000000000001,0.884,0.964,93.058
0.0644,0.0435,0.0493,59.094
0.636,0.815,0.636,123.063
0.748,0.524,0.6609999999999999,95.01
0.296,0.892,0.302,93.834
0.5660000000000001,0.889,0.141,127.045
0.659,0.456,0.892,133.22899999999998
0.198,0.0899,0.0711,111.868
0.741,0.466,0.593,92.001
0.76,0.479,0.913,89.911
0.369,0.3,0.24,75.745
0.51,0.0067599999999999,0.423,70.47800000000001
0.336,0.00779,0.122,98.981
0.669,0.368,0.282,89.977
0.3979999999999999,0.56,0.431,131.30200000000002
0.619,0.0746,0.544,75.806
0.457,0.987,0.3979999999999999,137.03
0.6629999999999999,0.00652,0.708,132.082
0.389,0.148,0.4,142.611
0.675,0.75,0.131,125.854
0.322,0.0028,0.265,63.034
0.484,0.508,0.5539999999999999,151.86700000000002
0.67,0.6679999999999999,0.608,88.03299999999999
0.637,0.314,0.3,171.862
0.728,0.974,0.923,113.325
0.609,0.366,0.49,75.008
0.65,0.5579999999999999,0.725,141.82
0.7559999999999999,0.6609999999999999,0.635,88.001
0.195,0.111,0.286,177.125
0.606,0.706,0.8190000000000001,174.533
0.386,0.00157,0.162,59.86600000000001
0.5670000000000001,0.434,0.507,73.87
0.216,0.138,0.0457,115.27
0.625,0.767,0.637,179.96400000000003
0.342,0.0322,0.24,65.229
0.588,0.31,0.497,179.886
0.217,0.131,0.0819,121.454
0.642,0.483,0.452,109.995
0.4629999999999999,0.00646,0.3379999999999999,139.148
0.843,0.447,0.591,109.976
0.73,0.7190000000000001,0.144,139.876
0.655,0.941,0.344,88.073
0.61,0.665,0.5489999999999999,91.976
0.705,0.7140000000000001,0.434,104.996
0.772,0.371,0.684,96.574
0.636,0.442,0.237,89.98899999999999
0.605,0.247,0.071,115.667
0.74,0.531,0.3289999999999999,116.012
0.81,0.411,0.325,89.993
0.356,0.317,0.238,159.907
0.708,0.879,0.37,124.946
0.7659999999999999,0.563,0.964,126.007
0.1889999999999999,0.00495,0.262,168.262
0.691,0.4539999999999999,0.35,135.839
0.291,0.027,0.177,72.176
0.7709999999999999,0.8809999999999999,0.945,112.816
0.968,0.345,0.954,109.803
0.589,0.8809999999999999,0.7090000000000001,129.95
0.852,0.812,0.836,127.023
0.7140000000000001,0.868,0.78,95.05
0.873,0.7190000000000001,0.858,93.281
0.264,0.012,0.0347,69.84
0.497,0.757,0.507,169.90200000000002
0.574,0.885,0.858,123.872
0.741,0.516,0.588,140.024
0.638,0.867,0.805,115.692
0.795,0.462,0.918,114.423
